C*******************************************************************************
C
C                          IWFM DEMAND CALCULATOR (IDC)
C                              *** Version 2.1 ***
C
C*******************************************************************************
C
C                            LAND USE DATA FILE
C
C
C             Project :    CALSIM 3.0 Development
C             Filename:    ExistLandUse.dat
C
C******************************************************************************
C                          File Description
C
C   This data file contains the time series data for the area of each
C   agricultural crop, urban and native vegetation area in each subregion.
C
C*******************************************************************************
C                           Land Use Data Specifications
C
C   FACTLN;   Conversion factor for land use area
C   DSSFL ;   The name of the DSS file for data input
C              * Leave blank if DSS file is not used for data input
C
C----------------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C----------------------------------------------------------------------------------------
         43560.0                                     / FACTLN
         .\inputDSS\CS3_LandUseDU.dss                              / DSSFL
C----------------------------------------------------------------------------------------
C                             Land Use Data
C                         (READ FROM THIS FILE)
C
C   List the land use data below, if it will not be read from a DSS file
C   (i.e. DSSFL is left blank above).
C
C   ITLN ;   Time
C   IREGN;   Subregion number
C   AREA ;   Area of each land use type [L^2]
C              1:Crop 1 ; 2:Crop 2 ; 3:Crop 3 ..... NCROP:Crop NCROP ; NCROP+1:Urban ; NCROP+2:Native veg.
C
C  **************************************************************** LU DOCUMENTATION ************************************************
C  **** Values taken from CalSim-III Hydrology Development Project report Table 7-7 Irrigated Crop Acreage by Demand Unit Sacramento River Hydrologic Region ****
C  **** The following assumptions were made to match land use values with latest DU list and names
C	MWH Provided DU acreage	04/22/10	LandUsebyDemandUnit_04.22.10.xlsx
C						IDC DU Name
C		     				8S_NA1
C		                 		8S_NA2
C						9_PR
C						11_PR
C		                                11_SA3
C		 				11_SA4
C						16_NA1
C						16_NA2
C						20_NA1
C						20_NA2
C						24_NA2
C						24_NA3
C  **** RICE ACREAGE HAS BEEN ZEROED-OUT AND IS ACCOUNTED FOR IN RICE POST-PROCESSOR ONLY
C  **********************************************************************************************************************************
C--------------------------------------------------------------------------------------------
C   ITLN             IREGN     AREA[1]    AREA[2]  .....  AREA[NCROP+2]
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C                                                               AREA
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C			IREGN	AL	AP	CO	CR	CU	DB	FI	GR	OG	OR	PA	PO	RI	SB	SF	SO	TH	TM	TR	VI	UR	NV
	177	9		/CALSIM/62_NU_OG/LANDUSE//1MON/EXISTING/
	177	10		/CALSIM/62_NU_OR/LANDUSE//1MON/EXISTING/
	177	11		/CALSIM/62_NU_PA/LANDUSE//1MON/EXISTING/
	177	12		/CALSIM/62_NU_PO/LANDUSE//1MON/EXISTING/
	177	13		/CALSIM/62_NU_RI/LANDUSE//1MON/EXISTING/
	177	14		/CALSIM/62_NU_SB/LANDUSE//1MON/EXISTING/
	177	15		/CALSIM/62_NU_SF/LANDUSE//1MON/EXISTING/
	177	16		/CALSIM/62_NU_SO/LANDUSE//1MON/EXISTING/
	177	17		/CALSIM/62_NU_TH/LANDUSE//1MON/EXISTING/
	177	18		/CALSIM/62_NU_TM/LANDUSE//1MON/EXISTING/
	177	19		/CALSIM/62_NU_TR/LANDUSE//1MON/EXISTING/
	177	20		/CALSIM/62_NU_VI/LANDUSE//1MON/EXISTING/
	177	21		/CALSIM/62_NU_UR/LANDUSE//1MON/EXISTING/
	177	22		/CALSIM/62_NU_NV/LANDUSE//1MON/EXISTING/
	178	1		/CALSIM/63_NA1_AL/LANDUSE//1MON/EXISTING/
	178	2		/CALSIM/63_NA1_AP/LANDUSE//1MON/EXISTING/
	178	3		/CALSIM/63_NA1_CO/LANDUSE//1MON/EXISTING/
	178	4		/CALSIM/63_NA1_CR/LANDUSE//1MON/EXISTING/
	178	5		/CALSIM/63_NA1_CU/LANDUSE//1MON/EXISTING/
	178	6		/CALSIM/63_NA1_DB/LANDUSE//1MON/EXISTING/
	178	7		/CALSIM/63_NA1_FI/LANDUSE//1MON/EXISTING/
	178	8		/CALSIM/63_NA1_GR/LANDUSE//1MON/EXISTING/
	178	9		/CALSIM/63_NA1_OG/LANDUSE//1MON/EXISTING/
	178	10		/CALSIM/63_NA1_OR/LANDUSE//1MON/EXISTING/
	178	11		/CALSIM/63_NA1_PA/LANDUSE//1MON/EXISTING/
	178	12		/CALSIM/63_NA1_PO/LANDUSE//1MON/EXISTING/
	178	13		/CALSIM/63_NA1_RI/LANDUSE//1MON/EXISTING/
	178	14		/CALSIM/63_NA1_SB/LANDUSE//1MON/EXISTING/
	178	15		/CALSIM/63_NA1_SF/LANDUSE//1MON/EXISTING/
	178	16		/CALSIM/63_NA1_SO/LANDUSE//1MON/EXISTING/
	178	17		/CALSIM/63_NA1_TH/LANDUSE//1MON/EXISTING/
	178	18		/CALSIM/63_NA1_TM/LANDUSE//1MON/EXISTING/
	178	19		/CALSIM/63_NA1_TR/LANDUSE//1MON/EXISTING/
	178	20		/CALSIM/63_NA1_VI/LANDUSE//1MON/EXISTING/
	178	21		/CALSIM/63_NA1_UR/LANDUSE//1MON/EXISTING/
	178	22		/CALSIM/63_NA1_NV/LANDUSE//1MON/EXISTING/
	179	1		/CALSIM/63_NA2_AL/LANDUSE//1MON/EXISTING/
	179	2		/CALSIM/63_NA2_AP/LANDUSE//1MON/EXISTING/
	179	3		/CALSIM/63_NA2_CO/LANDUSE//1MON/EXISTING/
	179	4		/CALSIM/63_NA2_CR/LANDUSE//1MON/EXISTING/
	179	5		/CALSIM/63_NA2_CU/LANDUSE//1MON/EXISTING/
	179	6		/CALSIM/63_NA2_DB/LANDUSE//1MON/EXISTING/
	179	7		/CALSIM/63_NA2_FI/LANDUSE//1MON/EXISTING/
	179	8		/CALSIM/63_NA2_GR/LANDUSE//1MON/EXISTING/
	179	9		/CALSIM/63_NA2_OG/LANDUSE//1MON/EXISTING/
	179	10		/CALSIM/63_NA2_OR/LANDUSE//1MON/EXISTING/
	179	11		/CALSIM/63_NA2_PA/LANDUSE//1MON/EXISTING/
	179	12		/CALSIM/63_NA2_PO/LANDUSE//1MON/EXISTING/
	179	13		/CALSIM/63_NA2_RI/LANDUSE//1MON/EXISTING/
	179	14		/CALSIM/63_NA2_SB/LANDUSE//1MON/EXISTING/
	179	15		/CALSIM/63_NA2_SF/LANDUSE//1MON/EXISTING/
	179	16		/CALSIM/63_NA2_SO/LANDUSE//1MON/EXISTING/
	179	17		/CALSIM/63_NA2_TH/LANDUSE//1MON/EXISTING/
	179	18		/CALSIM/63_NA2_TM/LANDUSE//1MON/EXISTING/
	179	19		/CALSIM/63_NA2_TR/LANDUSE//1MON/EXISTING/
	179	20		/CALSIM/63_NA2_VI/LANDUSE//1MON/EXISTING/
	179	21		/CALSIM/63_NA2_UR/LANDUSE//1MON/EXISTING/
	179	22		/CALSIM/63_NA2_NV/LANDUSE//1MON/EXISTING/
	180	1		/CALSIM/63_NA3_AL/LANDUSE//1MON/EXISTING/
	180	2		/CALSIM/63_NA3_AP/LANDUSE//1MON/EXISTING/
	180	3		/CALSIM/63_NA3_CO/LANDUSE//1MON/EXISTING/
	180	4		/CALSIM/63_NA3_CR/LANDUSE//1MON/EXISTING/
	180	5		/CALSIM/63_NA3_CU/LANDUSE//1MON/EXISTING/
	180	6		/CALSIM/63_NA3_DB/LANDUSE//1MON/EXISTING/
	180	7		/CALSIM/63_NA3_FI/LANDUSE//1MON/EXISTING/
	180	8		/CALSIM/63_NA3_GR/LANDUSE//1MON/EXISTING/
	180	9		/CALSIM/63_NA3_OG/LANDUSE//1MON/EXISTING/
	180	10		/CALSIM/63_NA3_OR/LANDUSE//1MON/EXISTING/
	180	11		/CALSIM/63_NA3_PA/LANDUSE//1MON/EXISTING/
	180	12		/CALSIM/63_NA3_PO/LANDUSE//1MON/EXISTING/
	180	13		/CALSIM/63_NA3_RI/LANDUSE//1MON/EXISTING/
	180	14		/CALSIM/63_NA3_SB/LANDUSE//1MON/EXISTING/
	180	15		/CALSIM/63_NA3_SF/LANDUSE//1MON/EXISTING/
	180	16		/CALSIM/63_NA3_SO/LANDUSE//1MON/EXISTING/
	180	17		/CALSIM/63_NA3_TH/LANDUSE//1MON/EXISTING/
	180	18		/CALSIM/63_NA3_TM/LANDUSE//1MON/EXISTING/
	180	19		/CALSIM/63_NA3_TR/LANDUSE//1MON/EXISTING/
	180	20		/CALSIM/63_NA3_VI/LANDUSE//1MON/EXISTING/
	180	21		/CALSIM/63_NA3_UR/LANDUSE//1MON/EXISTING/
	180	22		/CALSIM/63_NA3_NV/LANDUSE//1MON/EXISTING/
	181	1		/CALSIM/63_NA4_AL/LANDUSE//1MON/EXISTING/
	181	2		/CALSIM/63_NA4_AP/LANDUSE//1MON/EXISTING/
	181	3		/CALSIM/63_NA4_CO/LANDUSE//1MON/EXISTING/
	181	4		/CALSIM/63_NA4_CR/LANDUSE//1MON/EXISTING/
	181	5		/CALSIM/63_NA4_CU/LANDUSE//1MON/EXISTING/
	181	6		/CALSIM/63_NA4_DB/LANDUSE//1MON/EXISTING/
	181	7		/CALSIM/63_NA4_FI/LANDUSE//1MON/EXISTING/
	181	8		/CALSIM/63_NA4_GR/LANDUSE//1MON/EXISTING/
	181	9		/CALSIM/63_NA4_OG/LANDUSE//1MON/EXISTING/
	181	10		/CALSIM/63_NA4_OR/LANDUSE//1MON/EXISTING/
	181	11		/CALSIM/63_NA4_PA/LANDUSE//1MON/EXISTING/
	181	12		/CALSIM/63_NA4_PO/LANDUSE//1MON/EXISTING/
	181	13		/CALSIM/63_NA4_RI/LANDUSE//1MON/EXISTING/
	181	14		/CALSIM/63_NA4_SB/LANDUSE//1MON/EXISTING/
	181	15		/CALSIM/63_NA4_SF/LANDUSE//1MON/EXISTING/
	181	16		/CALSIM/63_NA4_SO/LANDUSE//1MON/EXISTING/
	181	17		/CALSIM/63_NA4_TH/LANDUSE//1MON/EXISTING/
	181	18		/CALSIM/63_NA4_TM/LANDUSE//1MON/EXISTING/
	181	19		/CALSIM/63_NA4_TR/LANDUSE//1MON/EXISTING/
	181	20		/CALSIM/63_NA4_VI/LANDUSE//1MON/EXISTING/
	181	21		/CALSIM/63_NA4_UR/LANDUSE//1MON/EXISTING/
	181	22		/CALSIM/63_NA4_NV/LANDUSE//1MON/EXISTING/
	182	1		/CALSIM/63_PR1_AL/LANDUSE//1MON/EXISTING/
	182	2		/CALSIM/63_PR1_AP/LANDUSE//1MON/EXISTING/
	182	3		/CALSIM/63_PR1_CO/LANDUSE//1MON/EXISTING/
	182	4		/CALSIM/63_PR1_CR/LANDUSE//1MON/EXISTING/
	182	5		/CALSIM/63_PR1_CU/LANDUSE//1MON/EXISTING/
	182	6		/CALSIM/63_PR1_DB/LANDUSE//1MON/EXISTING/
	182	7		/CALSIM/63_PR1_FI/LANDUSE//1MON/EXISTING/
	182	8		/CALSIM/63_PR1_GR/LANDUSE//1MON/EXISTING/
	182	9		/CALSIM/63_PR1_OG/LANDUSE//1MON/EXISTING/
	182	10		/CALSIM/63_PR1_OR/LANDUSE//1MON/EXISTING/
	182	11		/CALSIM/63_PR1_PA/LANDUSE//1MON/EXISTING/
	182	12		/CALSIM/63_PR1_PO/LANDUSE//1MON/EXISTING/
	182	13		/CALSIM/63_PR1_RI/LANDUSE//1MON/EXISTING/
	182	14		/CALSIM/63_PR1_SB/LANDUSE//1MON/EXISTING/
	182	15		/CALSIM/63_PR1_SF/LANDUSE//1MON/EXISTING/
	182	16		/CALSIM/63_PR1_SO/LANDUSE//1MON/EXISTING/
	182	17		/CALSIM/63_PR1_TH/LANDUSE//1MON/EXISTING/
	182	18		/CALSIM/63_PR1_TM/LANDUSE//1MON/EXISTING/
	182	19		/CALSIM/63_PR1_TR/LANDUSE//1MON/EXISTING/
	182	20		/CALSIM/63_PR1_VI/LANDUSE//1MON/EXISTING/
	182	21		/CALSIM/63_PR1_UR/LANDUSE//1MON/EXISTING/
	182	22		/CALSIM/63_PR1_NV/LANDUSE//1MON/EXISTING/
	183	1		/CALSIM/63_PR2_AL/LANDUSE//1MON/EXISTING/
	183	2		/CALSIM/63_PR2_AP/LANDUSE//1MON/EXISTING/
	183	3		/CALSIM/63_PR2_CO/LANDUSE//1MON/EXISTING/
	183	4		/CALSIM/63_PR2_CR/LANDUSE//1MON/EXISTING/
	183	5		/CALSIM/63_PR2_CU/LANDUSE//1MON/EXISTING/
	183	6		/CALSIM/63_PR2_DB/LANDUSE//1MON/EXISTING/
	183	7		/CALSIM/63_PR2_FI/LANDUSE//1MON/EXISTING/
	183	8		/CALSIM/63_PR2_GR/LANDUSE//1MON/EXISTING/
	183	9		/CALSIM/63_PR2_OG/LANDUSE//1MON/EXISTING/
	183	10		/CALSIM/63_PR2_OR/LANDUSE//1MON/EXISTING/
	183	11		/CALSIM/63_PR2_PA/LANDUSE//1MON/EXISTING/
	183	12		/CALSIM/63_PR2_PO/LANDUSE//1MON/EXISTING/
	183	13		/CALSIM/63_PR2_RI/LANDUSE//1MON/EXISTING/
	183	14		/CALSIM/63_PR2_SB/LANDUSE//1MON/EXISTING/
	183	15		/CALSIM/63_PR2_SF/LANDUSE//1MON/EXISTING/
	183	16		/CALSIM/63_PR2_SO/LANDUSE//1MON/EXISTING/
	183	17		/CALSIM/63_PR2_TH/LANDUSE//1MON/EXISTING/
	183	18		/CALSIM/63_PR2_TM/LANDUSE//1MON/EXISTING/
	183	19		/CALSIM/63_PR2_TR/LANDUSE//1MON/EXISTING/
	183	20		/CALSIM/63_PR2_VI/LANDUSE//1MON/EXISTING/
	183	21		/CALSIM/63_PR2_UR/LANDUSE//1MON/EXISTING/
	183	22		/CALSIM/63_PR2_NV/LANDUSE//1MON/EXISTING/
	184	1		/CALSIM/63_PR3_AL/LANDUSE//1MON/EXISTING/
	184	2		/CALSIM/63_PR3_AP/LANDUSE//1MON/EXISTING/
	184	3		/CALSIM/63_PR3_CO/LANDUSE//1MON/EXISTING/
	184	4		/CALSIM/63_PR3_CR/LANDUSE//1MON/EXISTING/
	184	5		/CALSIM/63_PR3_CU/LANDUSE//1MON/EXISTING/
	184	6		/CALSIM/63_PR3_DB/LANDUSE//1MON/EXISTING/
	184	7		/CALSIM/63_PR3_FI/LANDUSE//1MON/EXISTING/
	184	8		/CALSIM/63_PR3_GR/LANDUSE//1MON/EXISTING/
	184	9		/CALSIM/63_PR3_OG/LANDUSE//1MON/EXISTING/
	184	10		/CALSIM/63_PR3_OR/LANDUSE//1MON/EXISTING/
	184	11		/CALSIM/63_PR3_PA/LANDUSE//1MON/EXISTING/
	184	12		/CALSIM/63_PR3_PO/LANDUSE//1MON/EXISTING/
	184	13		/CALSIM/63_PR3_RI/LANDUSE//1MON/EXISTING/
	184	14		/CALSIM/63_PR3_SB/LANDUSE//1MON/EXISTING/
	184	15		/CALSIM/63_PR3_SF/LANDUSE//1MON/EXISTING/
	184	16		/CALSIM/63_PR3_SO/LANDUSE//1MON/EXISTING/
	184	17		/CALSIM/63_PR3_TH/LANDUSE//1MON/EXISTING/
	184	18		/CALSIM/63_PR3_TM/LANDUSE//1MON/EXISTING/
	184	19		/CALSIM/63_PR3_TR/LANDUSE//1MON/EXISTING/
	184	20		/CALSIM/63_PR3_VI/LANDUSE//1MON/EXISTING/
	184	21		/CALSIM/63_PR3_UR/LANDUSE//1MON/EXISTING/
	184	22		/CALSIM/63_PR3_NV/LANDUSE//1MON/EXISTING/
	185	1		/CALSIM/63_NU_AL/LANDUSE//1MON/EXISTING/
	185	2		/CALSIM/63_NU_AP/LANDUSE//1MON/EXISTING/
	185	3		/CALSIM/63_NU_CO/LANDUSE//1MON/EXISTING/
	185	4		/CALSIM/63_NU_CR/LANDUSE//1MON/EXISTING/
	185	5		/CALSIM/63_NU_CU/LANDUSE//1MON/EXISTING/
	185	6		/CALSIM/63_NU_DB/LANDUSE//1MON/EXISTING/
	185	7		/CALSIM/63_NU_FI/LANDUSE//1MON/EXISTING/
	185	8		/CALSIM/63_NU_GR/LANDUSE//1MON/EXISTING/
	185	9		/CALSIM/63_NU_OG/LANDUSE//1MON/EXISTING/
	185	10		/CALSIM/63_NU_OR/LANDUSE//1MON/EXISTING/
	185	11		/CALSIM/63_NU_PA/LANDUSE//1MON/EXISTING/
	185	12		/CALSIM/63_NU_PO/LANDUSE//1MON/EXISTING/
	185	13		/CALSIM/63_NU_RI/LANDUSE//1MON/EXISTING/
	185	14		/CALSIM/63_NU_SB/LANDUSE//1MON/EXISTING/
	185	15		/CALSIM/63_NU_SF/LANDUSE//1MON/EXISTING/
	185	16		/CALSIM/63_NU_SO/LANDUSE//1MON/EXISTING/
	185	17		/CALSIM/63_NU_TH/LANDUSE//1MON/EXISTING/
	185	18		/CALSIM/63_NU_TM/LANDUSE//1MON/EXISTING/
	185	19		/CALSIM/63_NU_TR/LANDUSE//1MON/EXISTING/
	185	20		/CALSIM/63_NU_VI/LANDUSE//1MON/EXISTING/
	185	21		/CALSIM/63_NU_UR/LANDUSE//1MON/EXISTING/
	185	22		/CALSIM/63_NU_NV/LANDUSE//1MON/EXISTING/
	186	1		/CALSIM/64_NA1_AL/LANDUSE//1MON/EXISTING/
	186	2		/CALSIM/64_NA1_AP/LANDUSE//1MON/EXISTING/
	186	3		/CALSIM/64_NA1_CO/LANDUSE//1MON/EXISTING/
	186	4		/CALSIM/64_NA1_CR/LANDUSE//1MON/EXISTING/
	186	5		/CALSIM/64_NA1_CU/LANDUSE//1MON/EXISTING/
	186	6		/CALSIM/64_NA1_DB/LANDUSE//1MON/EXISTING/
	186	7		/CALSIM/64_NA1_FI/LANDUSE//1MON/EXISTING/
	186	8		/CALSIM/64_NA1_GR/LANDUSE//1MON/EXISTING/
	186	9		/CALSIM/64_NA1_OG/LANDUSE//1MON/EXISTING/
	186	10		/CALSIM/64_NA1_OR/LANDUSE//1MON/EXISTING/
	186	11		/CALSIM/64_NA1_PA/LANDUSE//1MON/EXISTING/
	186	12		/CALSIM/64_NA1_PO/LANDUSE//1MON/EXISTING/
	186	13		/CALSIM/64_NA1_RI/LANDUSE//1MON/EXISTING/
	186	14		/CALSIM/64_NA1_SB/LANDUSE//1MON/EXISTING/
	186	15		/CALSIM/64_NA1_SF/LANDUSE//1MON/EXISTING/
	186	16		/CALSIM/64_NA1_SO/LANDUSE//1MON/EXISTING/
	186	17		/CALSIM/64_NA1_TH/LANDUSE//1MON/EXISTING/
	186	18		/CALSIM/64_NA1_TM/LANDUSE//1MON/EXISTING/
	186	19		/CALSIM/64_NA1_TR/LANDUSE//1MON/EXISTING/
	186	20		/CALSIM/64_NA1_VI/LANDUSE//1MON/EXISTING/
	186	21		/CALSIM/64_NA1_UR/LANDUSE//1MON/EXISTING/
	186	22		/CALSIM/64_NA1_NV/LANDUSE//1MON/EXISTING/
	187	1		/CALSIM/64_NA2_AL/LANDUSE//1MON/EXISTING/
	187	2		/CALSIM/64_NA2_AP/LANDUSE//1MON/EXISTING/
	187	3		/CALSIM/64_NA2_CO/LANDUSE//1MON/EXISTING/
	187	4		/CALSIM/64_NA2_CR/LANDUSE//1MON/EXISTING/
	187	5		/CALSIM/64_NA2_CU/LANDUSE//1MON/EXISTING/
	187	6		/CALSIM/64_NA2_DB/LANDUSE//1MON/EXISTING/
	187	7		/CALSIM/64_NA2_FI/LANDUSE//1MON/EXISTING/
	187	8		/CALSIM/64_NA2_GR/LANDUSE//1MON/EXISTING/
	187	9		/CALSIM/64_NA2_OG/LANDUSE//1MON/EXISTING/
	187	10		/CALSIM/64_NA2_OR/LANDUSE//1MON/EXISTING/
	187	11		/CALSIM/64_NA2_PA/LANDUSE//1MON/EXISTING/
	187	12		/CALSIM/64_NA2_PO/LANDUSE//1MON/EXISTING/
	187	13		/CALSIM/64_NA2_RI/LANDUSE//1MON/EXISTING/
	187	14		/CALSIM/64_NA2_SB/LANDUSE//1MON/EXISTING/
	187	15		/CALSIM/64_NA2_SF/LANDUSE//1MON/EXISTING/
	187	16		/CALSIM/64_NA2_SO/LANDUSE//1MON/EXISTING/
	187	17		/CALSIM/64_NA2_TH/LANDUSE//1MON/EXISTING/
	187	18		/CALSIM/64_NA2_TM/LANDUSE//1MON/EXISTING/
	187	19		/CALSIM/64_NA2_TR/LANDUSE//1MON/EXISTING/
	187	20		/CALSIM/64_NA2_VI/LANDUSE//1MON/EXISTING/
	187	21		/CALSIM/64_NA2_UR/LANDUSE//1MON/EXISTING/
	187	22		/CALSIM/64_NA2_NV/LANDUSE//1MON/EXISTING/
	188	1		/CALSIM/64_PA1_AL/LANDUSE//1MON/EXISTING/
	188	2		/CALSIM/64_PA1_AP/LANDUSE//1MON/EXISTING/
	188	3		/CALSIM/64_PA1_CO/LANDUSE//1MON/EXISTING/
	188	4		/CALSIM/64_PA1_CR/LANDUSE//1MON/EXISTING/
	188	5		/CALSIM/64_PA1_CU/LANDUSE//1MON/EXISTING/
	188	6		/CALSIM/64_PA1_DB/LANDUSE//1MON/EXISTING/
	188	7		/CALSIM/64_PA1_FI/LANDUSE//1MON/EXISTING/
	188	8		/CALSIM/64_PA1_GR/LANDUSE//1MON/EXISTING/
	188	9		/CALSIM/64_PA1_OG/LANDUSE//1MON/EXISTING/
	188	10		/CALSIM/64_PA1_OR/LANDUSE//1MON/EXISTING/
	188	11		/CALSIM/64_PA1_PA/LANDUSE//1MON/EXISTING/
	188	12		/CALSIM/64_PA1_PO/LANDUSE//1MON/EXISTING/
	188	13		/CALSIM/64_PA1_RI/LANDUSE//1MON/EXISTING/
	188	14		/CALSIM/64_PA1_SB/LANDUSE//1MON/EXISTING/
	188	15		/CALSIM/64_PA1_SF/LANDUSE//1MON/EXISTING/
	188	16		/CALSIM/64_PA1_SO/LANDUSE//1MON/EXISTING/
	188	17		/CALSIM/64_PA1_TH/LANDUSE//1MON/EXISTING/
	188	18		/CALSIM/64_PA1_TM/LANDUSE//1MON/EXISTING/
	188	19		/CALSIM/64_PA1_TR/LANDUSE//1MON/EXISTING/
	188	20		/CALSIM/64_PA1_VI/LANDUSE//1MON/EXISTING/
	188	21		/CALSIM/64_PA1_UR/LANDUSE//1MON/EXISTING/
	188	22		/CALSIM/64_PA1_NV/LANDUSE//1MON/EXISTING/
	189	1		/CALSIM/64_PA2_AL/LANDUSE//1MON/EXISTING/
	189	2		/CALSIM/64_PA2_AP/LANDUSE//1MON/EXISTING/
	189	3		/CALSIM/64_PA2_CO/LANDUSE//1MON/EXISTING/
	189	4		/CALSIM/64_PA2_CR/LANDUSE//1MON/EXISTING/
	189	5		/CALSIM/64_PA2_CU/LANDUSE//1MON/EXISTING/
	189	6		/CALSIM/64_PA2_DB/LANDUSE//1MON/EXISTING/
	189	7		/CALSIM/64_PA2_FI/LANDUSE//1MON/EXISTING/
	189	8		/CALSIM/64_PA2_GR/LANDUSE//1MON/EXISTING/
	189	9		/CALSIM/64_PA2_OG/LANDUSE//1MON/EXISTING/
	189	10		/CALSIM/64_PA2_OR/LANDUSE//1MON/EXISTING/
	189	11		/CALSIM/64_PA2_PA/LANDUSE//1MON/EXISTING/
	189	12		/CALSIM/64_PA2_PO/LANDUSE//1MON/EXISTING/
	189	13		/CALSIM/64_PA2_RI/LANDUSE//1MON/EXISTING/
	189	14		/CALSIM/64_PA2_SB/LANDUSE//1MON/EXISTING/
	189	15		/CALSIM/64_PA2_SF/LANDUSE//1MON/EXISTING/
	189	16		/CALSIM/64_PA2_SO/LANDUSE//1MON/EXISTING/
	189	17		/CALSIM/64_PA2_TH/LANDUSE//1MON/EXISTING/
	189	18		/CALSIM/64_PA2_TM/LANDUSE//1MON/EXISTING/
	189	19		/CALSIM/64_PA2_TR/LANDUSE//1MON/EXISTING/
	189	20		/CALSIM/64_PA2_VI/LANDUSE//1MON/EXISTING/
	189	21		/CALSIM/64_PA2_UR/LANDUSE//1MON/EXISTING/
	189	22		/CALSIM/64_PA2_NV/LANDUSE//1MON/EXISTING/
	190	1		/CALSIM/64_PA3_AL/LANDUSE//1MON/EXISTING/
	190	2		/CALSIM/64_PA3_AP/LANDUSE//1MON/EXISTING/
	190	3		/CALSIM/64_PA3_CO/LANDUSE//1MON/EXISTING/
	190	4		/CALSIM/64_PA3_CR/LANDUSE//1MON/EXISTING/
	190	5		/CALSIM/64_PA3_CU/LANDUSE//1MON/EXISTING/
	190	6		/CALSIM/64_PA3_DB/LANDUSE//1MON/EXISTING/
	190	7		/CALSIM/64_PA3_FI/LANDUSE//1MON/EXISTING/
	190	8		/CALSIM/64_PA3_GR/LANDUSE//1MON/EXISTING/
	190	9		/CALSIM/64_PA3_OG/LANDUSE//1MON/EXISTING/
	190	10		/CALSIM/64_PA3_OR/LANDUSE//1MON/EXISTING/
	190	11		/CALSIM/64_PA3_PA/LANDUSE//1MON/EXISTING/
	190	12		/CALSIM/64_PA3_PO/LANDUSE//1MON/EXISTING/
	190	13		/CALSIM/64_PA3_RI/LANDUSE//1MON/EXISTING/
	190	14		/CALSIM/64_PA3_SB/LANDUSE//1MON/EXISTING/
	190	15		/CALSIM/64_PA3_SF/LANDUSE//1MON/EXISTING/
	190	16		/CALSIM/64_PA3_SO/LANDUSE//1MON/EXISTING/
	190	17		/CALSIM/64_PA3_TH/LANDUSE//1MON/EXISTING/
	190	18		/CALSIM/64_PA3_TM/LANDUSE//1MON/EXISTING/
	190	19		/CALSIM/64_PA3_TR/LANDUSE//1MON/EXISTING/
	190	20		/CALSIM/64_PA3_VI/LANDUSE//1MON/EXISTING/
	190	21		/CALSIM/64_PA3_UR/LANDUSE//1MON/EXISTING/
	190	22		/CALSIM/64_PA3_NV/LANDUSE//1MON/EXISTING/
	191	1		/CALSIM/64_XA_AL/LANDUSE//1MON/EXISTING/
	191	2		/CALSIM/64_XA_AP/LANDUSE//1MON/EXISTING/
	191	3		/CALSIM/64_XA_CO/LANDUSE//1MON/EXISTING/
	191	4		/CALSIM/64_XA_CR/LANDUSE//1MON/EXISTING/
	191	5		/CALSIM/64_XA_CU/LANDUSE//1MON/EXISTING/
	191	6		/CALSIM/64_XA_DB/LANDUSE//1MON/EXISTING/
	191	7		/CALSIM/64_XA_FI/LANDUSE//1MON/EXISTING/
	191	8		/CALSIM/64_XA_GR/LANDUSE//1MON/EXISTING/
	191	9		/CALSIM/64_XA_OG/LANDUSE//1MON/EXISTING/
	191	10		/CALSIM/64_XA_OR/LANDUSE//1MON/EXISTING/
	191	11		/CALSIM/64_XA_PA/LANDUSE//1MON/EXISTING/
	191	12		/CALSIM/64_XA_PO/LANDUSE//1MON/EXISTING/
	191	13		/CALSIM/64_XA_RI/LANDUSE//1MON/EXISTING/
	191	14		/CALSIM/64_XA_SB/LANDUSE//1MON/EXISTING/
	191	15		/CALSIM/64_XA_SF/LANDUSE//1MON/EXISTING/
	191	16		/CALSIM/64_XA_SO/LANDUSE//1MON/EXISTING/
	191	17		/CALSIM/64_XA_TH/LANDUSE//1MON/EXISTING/
	191	18		/CALSIM/64_XA_TM/LANDUSE//1MON/EXISTING/
	191	19		/CALSIM/64_XA_TR/LANDUSE//1MON/EXISTING/
	191	20		/CALSIM/64_XA_VI/LANDUSE//1MON/EXISTING/
	191	21		/CALSIM/64_XA_UR/LANDUSE//1MON/EXISTING/
	191	22		/CALSIM/64_XA_NV/LANDUSE//1MON/EXISTING/
	192	1		/CALSIM/64_NU_AL/LANDUSE//1MON/EXISTING/
	192	2		/CALSIM/64_NU_AP/LANDUSE//1MON/EXISTING/
	192	3		/CALSIM/64_NU_CO/LANDUSE//1MON/EXISTING/
	192	4		/CALSIM/64_NU_CR/LANDUSE//1MON/EXISTING/
	192	5		/CALSIM/64_NU_CU/LANDUSE//1MON/EXISTING/
	192	6		/CALSIM/64_NU_DB/LANDUSE//1MON/EXISTING/
	192	7		/CALSIM/64_NU_FI/LANDUSE//1MON/EXISTING/
	192	8		/CALSIM/64_NU_GR/LANDUSE//1MON/EXISTING/
