C*******************************************************************************
C
C                          IWFM DEMAND CALCULATOR (IDC)
C                              *** Version 2.1 ***
C
C*******************************************************************************
C
C                            LAND USE DATA FILE
C
C
C             Project :    CALSIM 3.0 Development
C             Filename:    ExistLandUse.dat
C
C******************************************************************************
C                          File Description
C
C   This data file contains the time series data for the area of each
C   agricultural crop, urban and native vegetation area in each subregion.
C
C*******************************************************************************
C                           Land Use Data Specifications
C
C   FACTLN;   Conversion factor for land use area
C   DSSFL ;   The name of the DSS file for data input
C              * Leave blank if DSS file is not used for data input
C
C----------------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C----------------------------------------------------------------------------------------
         43560.0                                     / FACTLN
         .\inputDSS\CS3_LandUseDU.dss                              / DSSFL
C----------------------------------------------------------------------------------------
C                             Land Use Data
C                         (READ FROM THIS FILE)
C
C   List the land use data below, if it will not be read from a DSS file
C   (i.e. DSSFL is left blank above).
C
C   ITLN ;   Time
C   IREGN;   Subregion number
C   AREA ;   Area of each land use type [L^2]
C              1:Crop 1 ; 2:Crop 2 ; 3:Crop 3 ..... NCROP:Crop NCROP ; NCROP+1:Urban ; NCROP+2:Native veg.
C
C  **************************************************************** LU DOCUMENTATION ************************************************
C  **** Values taken from CalSim-III Hydrology Development Project report Table 7-7 Irrigated Crop Acreage by Demand Unit Sacramento River Hydrologic Region ****
C  **** The following assumptions were made to match land use values with latest DU list and names
C	MWH Provided DU acreage	04/22/10	LandUsebyDemandUnit_04.22.10.xlsx
C						IDC DU Name
C		     				8S_NA1
C		                 		8S_NA2
C						9_PR
C						11_PR
C		                                11_SA3
C		 				11_SA4
C						16_NA1
C						16_NA2
C						20_NA1
C						20_NA2
C						24_NA2
C						24_NA3
C  **** RICE ACREAGE HAS BEEN ZEROED-OUT AND IS ACCOUNTED FOR IN RICE POST-PROCESSOR ONLY
C  **********************************************************************************************************************************
C--------------------------------------------------------------------------------------------
C   ITLN             IREGN     AREA[1]    AREA[2]  .....  AREA[NCROP+2]
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C                                                               AREA
C----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
C			IREGN	AL	AP	CO	CR	CU	DB	FI	GR	OG	OR	PA	PO	RI	SB	SF	SO	TH	TM	TR	VI	UR	NV
	192	9		/CALSIM/64_NU_OG/LANDUSE//1MON/EXISTING/
	192	10		/CALSIM/64_NU_OR/LANDUSE//1MON/EXISTING/
	192	11		/CALSIM/64_NU_PA/LANDUSE//1MON/EXISTING/
	192	12		/CALSIM/64_NU_PO/LANDUSE//1MON/EXISTING/
	192	13		/CALSIM/64_NU_RI/LANDUSE//1MON/EXISTING/
	192	14		/CALSIM/64_NU_SB/LANDUSE//1MON/EXISTING/
	192	15		/CALSIM/64_NU_SF/LANDUSE//1MON/EXISTING/
	192	16		/CALSIM/64_NU_SO/LANDUSE//1MON/EXISTING/
	192	17		/CALSIM/64_NU_TH/LANDUSE//1MON/EXISTING/
	192	18		/CALSIM/64_NU_TM/LANDUSE//1MON/EXISTING/
	192	19		/CALSIM/64_NU_TR/LANDUSE//1MON/EXISTING/
	192	20		/CALSIM/64_NU_VI/LANDUSE//1MON/EXISTING/
	192	21		/CALSIM/64_NU_UR/LANDUSE//1MON/EXISTING/
	192	22		/CALSIM/64_NU_NV/LANDUSE//1MON/EXISTING/
	193	1		/CALSIM/71_NA1_AL/LANDUSE//1MON/EXISTING/
	193	2		/CALSIM/71_NA1_AP/LANDUSE//1MON/EXISTING/
	193	3		/CALSIM/71_NA1_CO/LANDUSE//1MON/EXISTING/
	193	4		/CALSIM/71_NA1_CR/LANDUSE//1MON/EXISTING/
	193	5		/CALSIM/71_NA1_CU/LANDUSE//1MON/EXISTING/
	193	6		/CALSIM/71_NA1_DB/LANDUSE//1MON/EXISTING/
	193	7		/CALSIM/71_NA1_FI/LANDUSE//1MON/EXISTING/
	193	8		/CALSIM/71_NA1_GR/LANDUSE//1MON/EXISTING/
	193	9		/CALSIM/71_NA1_OG/LANDUSE//1MON/EXISTING/
	193	10		/CALSIM/71_NA1_OR/LANDUSE//1MON/EXISTING/
	193	11		/CALSIM/71_NA1_PA/LANDUSE//1MON/EXISTING/
	193	12		/CALSIM/71_NA1_PO/LANDUSE//1MON/EXISTING/
	193	13		/CALSIM/71_NA1_RI/LANDUSE//1MON/EXISTING/
	193	14		/CALSIM/71_NA1_SB/LANDUSE//1MON/EXISTING/
	193	15		/CALSIM/71_NA1_SF/LANDUSE//1MON/EXISTING/
	193	16		/CALSIM/71_NA1_SO/LANDUSE//1MON/EXISTING/
	193	17		/CALSIM/71_NA1_TH/LANDUSE//1MON/EXISTING/
	193	18		/CALSIM/71_NA1_TM/LANDUSE//1MON/EXISTING/
	193	19		/CALSIM/71_NA1_TR/LANDUSE//1MON/EXISTING/
	193	20		/CALSIM/71_NA1_VI/LANDUSE//1MON/EXISTING/
	193	21		/CALSIM/71_NA1_UR/LANDUSE//1MON/EXISTING/
	193	22		/CALSIM/71_NA1_NV/LANDUSE//1MON/EXISTING/
	194	1		/CALSIM/71_NA2_AL/LANDUSE//1MON/EXISTING/
	194	2		/CALSIM/71_NA2_AP/LANDUSE//1MON/EXISTING/
	194	3		/CALSIM/71_NA2_CO/LANDUSE//1MON/EXISTING/
	194	4		/CALSIM/71_NA2_CR/LANDUSE//1MON/EXISTING/
	194	5		/CALSIM/71_NA2_CU/LANDUSE//1MON/EXISTING/
	194	6		/CALSIM/71_NA2_DB/LANDUSE//1MON/EXISTING/
	194	7		/CALSIM/71_NA2_FI/LANDUSE//1MON/EXISTING/
	194	8		/CALSIM/71_NA2_GR/LANDUSE//1MON/EXISTING/
	194	9		/CALSIM/71_NA2_OG/LANDUSE//1MON/EXISTING/
	194	10		/CALSIM/71_NA2_OR/LANDUSE//1MON/EXISTING/
	194	11		/CALSIM/71_NA2_PA/LANDUSE//1MON/EXISTING/
	194	12		/CALSIM/71_NA2_PO/LANDUSE//1MON/EXISTING/
	194	13		/CALSIM/71_NA2_RI/LANDUSE//1MON/EXISTING/
	194	14		/CALSIM/71_NA2_SB/LANDUSE//1MON/EXISTING/
	194	15		/CALSIM/71_NA2_SF/LANDUSE//1MON/EXISTING/
	194	16		/CALSIM/71_NA2_SO/LANDUSE//1MON/EXISTING/
	194	17		/CALSIM/71_NA2_TH/LANDUSE//1MON/EXISTING/
	194	18		/CALSIM/71_NA2_TM/LANDUSE//1MON/EXISTING/
	194	19		/CALSIM/71_NA2_TR/LANDUSE//1MON/EXISTING/
	194	20		/CALSIM/71_NA2_VI/LANDUSE//1MON/EXISTING/
	194	21		/CALSIM/71_NA2_UR/LANDUSE//1MON/EXISTING/
	194	22		/CALSIM/71_NA2_NV/LANDUSE//1MON/EXISTING/
	195	1		/CALSIM/71_NA3_AL/LANDUSE//1MON/EXISTING/
	195	2		/CALSIM/71_NA3_AP/LANDUSE//1MON/EXISTING/
	195	3		/CALSIM/71_NA3_CO/LANDUSE//1MON/EXISTING/
	195	4		/CALSIM/71_NA3_CR/LANDUSE//1MON/EXISTING/
	195	5		/CALSIM/71_NA3_CU/LANDUSE//1MON/EXISTING/
	195	6		/CALSIM/71_NA3_DB/LANDUSE//1MON/EXISTING/
	195	7		/CALSIM/71_NA3_FI/LANDUSE//1MON/EXISTING/
	195	8		/CALSIM/71_NA3_GR/LANDUSE//1MON/EXISTING/
	195	9		/CALSIM/71_NA3_OG/LANDUSE//1MON/EXISTING/
	195	10		/CALSIM/71_NA3_OR/LANDUSE//1MON/EXISTING/
	195	11		/CALSIM/71_NA3_PA/LANDUSE//1MON/EXISTING/
	195	12		/CALSIM/71_NA3_PO/LANDUSE//1MON/EXISTING/
	195	13		/CALSIM/71_NA3_RI/LANDUSE//1MON/EXISTING/
	195	14		/CALSIM/71_NA3_SB/LANDUSE//1MON/EXISTING/
	195	15		/CALSIM/71_NA3_SF/LANDUSE//1MON/EXISTING/
	195	16		/CALSIM/71_NA3_SO/LANDUSE//1MON/EXISTING/
	195	17		/CALSIM/71_NA3_TH/LANDUSE//1MON/EXISTING/
	195	18		/CALSIM/71_NA3_TM/LANDUSE//1MON/EXISTING/
	195	19		/CALSIM/71_NA3_TR/LANDUSE//1MON/EXISTING/
	195	20		/CALSIM/71_NA3_VI/LANDUSE//1MON/EXISTING/
	195	21		/CALSIM/71_NA3_UR/LANDUSE//1MON/EXISTING/
	195	22		/CALSIM/71_NA3_NV/LANDUSE//1MON/EXISTING/
	196	1		/CALSIM/71_PA1_AL/LANDUSE//1MON/EXISTING/
	196	2		/CALSIM/71_PA1_AP/LANDUSE//1MON/EXISTING/
	196	3		/CALSIM/71_PA1_CO/LANDUSE//1MON/EXISTING/
	196	4		/CALSIM/71_PA1_CR/LANDUSE//1MON/EXISTING/
	196	5		/CALSIM/71_PA1_CU/LANDUSE//1MON/EXISTING/
	196	6		/CALSIM/71_PA1_DB/LANDUSE//1MON/EXISTING/
	196	7		/CALSIM/71_PA1_FI/LANDUSE//1MON/EXISTING/
	196	8		/CALSIM/71_PA1_GR/LANDUSE//1MON/EXISTING/
	196	9		/CALSIM/71_PA1_OG/LANDUSE//1MON/EXISTING/
	196	10		/CALSIM/71_PA1_OR/LANDUSE//1MON/EXISTING/
	196	11		/CALSIM/71_PA1_PA/LANDUSE//1MON/EXISTING/
	196	12		/CALSIM/71_PA1_PO/LANDUSE//1MON/EXISTING/
	196	13		/CALSIM/71_PA1_RI/LANDUSE//1MON/EXISTING/
	196	14		/CALSIM/71_PA1_SB/LANDUSE//1MON/EXISTING/
	196	15		/CALSIM/71_PA1_SF/LANDUSE//1MON/EXISTING/
	196	16		/CALSIM/71_PA1_SO/LANDUSE//1MON/EXISTING/
	196	17		/CALSIM/71_PA1_TH/LANDUSE//1MON/EXISTING/
	196	18		/CALSIM/71_PA1_TM/LANDUSE//1MON/EXISTING/
	196	19		/CALSIM/71_PA1_TR/LANDUSE//1MON/EXISTING/
	196	20		/CALSIM/71_PA1_VI/LANDUSE//1MON/EXISTING/
	196	21		/CALSIM/71_PA1_UR/LANDUSE//1MON/EXISTING/
	196	22		/CALSIM/71_PA1_NV/LANDUSE//1MON/EXISTING/
	197	1		/CALSIM/71_PA2_AL/LANDUSE//1MON/EXISTING/
	197	2		/CALSIM/71_PA2_AP/LANDUSE//1MON/EXISTING/
	197	3		/CALSIM/71_PA2_CO/LANDUSE//1MON/EXISTING/
	197	4		/CALSIM/71_PA2_CR/LANDUSE//1MON/EXISTING/
	197	5		/CALSIM/71_PA2_CU/LANDUSE//1MON/EXISTING/
	197	6		/CALSIM/71_PA2_DB/LANDUSE//1MON/EXISTING/
	197	7		/CALSIM/71_PA2_FI/LANDUSE//1MON/EXISTING/
	197	8		/CALSIM/71_PA2_GR/LANDUSE//1MON/EXISTING/
	197	9		/CALSIM/71_PA2_OG/LANDUSE//1MON/EXISTING/
	197	10		/CALSIM/71_PA2_OR/LANDUSE//1MON/EXISTING/
	197	11		/CALSIM/71_PA2_PA/LANDUSE//1MON/EXISTING/
	197	12		/CALSIM/71_PA2_PO/LANDUSE//1MON/EXISTING/
	197	13		/CALSIM/71_PA2_RI/LANDUSE//1MON/EXISTING/
	197	14		/CALSIM/71_PA2_SB/LANDUSE//1MON/EXISTING/
	197	15		/CALSIM/71_PA2_SF/LANDUSE//1MON/EXISTING/
	197	16		/CALSIM/71_PA2_SO/LANDUSE//1MON/EXISTING/
	197	17		/CALSIM/71_PA2_TH/LANDUSE//1MON/EXISTING/
	197	18		/CALSIM/71_PA2_TM/LANDUSE//1MON/EXISTING/
	197	19		/CALSIM/71_PA2_TR/LANDUSE//1MON/EXISTING/
	197	20		/CALSIM/71_PA2_VI/LANDUSE//1MON/EXISTING/
	197	21		/CALSIM/71_PA2_UR/LANDUSE//1MON/EXISTING/
	197	22		/CALSIM/71_PA2_NV/LANDUSE//1MON/EXISTING/
	198	1		/CALSIM/71_PA3_AL/LANDUSE//1MON/EXISTING/
	198	2		/CALSIM/71_PA3_AP/LANDUSE//1MON/EXISTING/
	198	3		/CALSIM/71_PA3_CO/LANDUSE//1MON/EXISTING/
	198	4		/CALSIM/71_PA3_CR/LANDUSE//1MON/EXISTING/
	198	5		/CALSIM/71_PA3_CU/LANDUSE//1MON/EXISTING/
	198	6		/CALSIM/71_PA3_DB/LANDUSE//1MON/EXISTING/
	198	7		/CALSIM/71_PA3_FI/LANDUSE//1MON/EXISTING/
	198	8		/CALSIM/71_PA3_GR/LANDUSE//1MON/EXISTING/
	198	9		/CALSIM/71_PA3_OG/LANDUSE//1MON/EXISTING/
	198	10		/CALSIM/71_PA3_OR/LANDUSE//1MON/EXISTING/
	198	11		/CALSIM/71_PA3_PA/LANDUSE//1MON/EXISTING/
	198	12		/CALSIM/71_PA3_PO/LANDUSE//1MON/EXISTING/
	198	13		/CALSIM/71_PA3_RI/LANDUSE//1MON/EXISTING/
	198	14		/CALSIM/71_PA3_SB/LANDUSE//1MON/EXISTING/
	198	15		/CALSIM/71_PA3_SF/LANDUSE//1MON/EXISTING/
	198	16		/CALSIM/71_PA3_SO/LANDUSE//1MON/EXISTING/
	198	17		/CALSIM/71_PA3_TH/LANDUSE//1MON/EXISTING/
	198	18		/CALSIM/71_PA3_TM/LANDUSE//1MON/EXISTING/
	198	19		/CALSIM/71_PA3_TR/LANDUSE//1MON/EXISTING/
	198	20		/CALSIM/71_PA3_VI/LANDUSE//1MON/EXISTING/
	198	21		/CALSIM/71_PA3_UR/LANDUSE//1MON/EXISTING/
	198	22		/CALSIM/71_PA3_NV/LANDUSE//1MON/EXISTING/
	199	1		/CALSIM/71_PA4_AL/LANDUSE//1MON/EXISTING/
	199	2		/CALSIM/71_PA4_AP/LANDUSE//1MON/EXISTING/
	199	3		/CALSIM/71_PA4_CO/LANDUSE//1MON/EXISTING/
	199	4		/CALSIM/71_PA4_CR/LANDUSE//1MON/EXISTING/
	199	5		/CALSIM/71_PA4_CU/LANDUSE//1MON/EXISTING/
	199	6		/CALSIM/71_PA4_DB/LANDUSE//1MON/EXISTING/
	199	7		/CALSIM/71_PA4_FI/LANDUSE//1MON/EXISTING/
	199	8		/CALSIM/71_PA4_GR/LANDUSE//1MON/EXISTING/
	199	9		/CALSIM/71_PA4_OG/LANDUSE//1MON/EXISTING/
	199	10		/CALSIM/71_PA4_OR/LANDUSE//1MON/EXISTING/
	199	11		/CALSIM/71_PA4_PA/LANDUSE//1MON/EXISTING/
	199	12		/CALSIM/71_PA4_PO/LANDUSE//1MON/EXISTING/
	199	13		/CALSIM/71_PA4_RI/LANDUSE//1MON/EXISTING/
	199	14		/CALSIM/71_PA4_SB/LANDUSE//1MON/EXISTING/
	199	15		/CALSIM/71_PA4_SF/LANDUSE//1MON/EXISTING/
	199	16		/CALSIM/71_PA4_SO/LANDUSE//1MON/EXISTING/
	199	17		/CALSIM/71_PA4_TH/LANDUSE//1MON/EXISTING/
	199	18		/CALSIM/71_PA4_TM/LANDUSE//1MON/EXISTING/
	199	19		/CALSIM/71_PA4_TR/LANDUSE//1MON/EXISTING/
	199	20		/CALSIM/71_PA4_VI/LANDUSE//1MON/EXISTING/
	199	21		/CALSIM/71_PA4_UR/LANDUSE//1MON/EXISTING/
	199	22		/CALSIM/71_PA4_NV/LANDUSE//1MON/EXISTING/
	200	1		/CALSIM/71_PA5_AL/LANDUSE//1MON/EXISTING/
	200	2		/CALSIM/71_PA5_AP/LANDUSE//1MON/EXISTING/
	200	3		/CALSIM/71_PA5_CO/LANDUSE//1MON/EXISTING/
	200	4		/CALSIM/71_PA5_CR/LANDUSE//1MON/EXISTING/
	200	5		/CALSIM/71_PA5_CU/LANDUSE//1MON/EXISTING/
	200	6		/CALSIM/71_PA5_DB/LANDUSE//1MON/EXISTING/
	200	7		/CALSIM/71_PA5_FI/LANDUSE//1MON/EXISTING/
	200	8		/CALSIM/71_PA5_GR/LANDUSE//1MON/EXISTING/
	200	9		/CALSIM/71_PA5_OG/LANDUSE//1MON/EXISTING/
	200	10		/CALSIM/71_PA5_OR/LANDUSE//1MON/EXISTING/
	200	11		/CALSIM/71_PA5_PA/LANDUSE//1MON/EXISTING/
	200	12		/CALSIM/71_PA5_PO/LANDUSE//1MON/EXISTING/
	200	13		/CALSIM/71_PA5_RI/LANDUSE//1MON/EXISTING/
	200	14		/CALSIM/71_PA5_SB/LANDUSE//1MON/EXISTING/
	200	15		/CALSIM/71_PA5_SF/LANDUSE//1MON/EXISTING/
	200	16		/CALSIM/71_PA5_SO/LANDUSE//1MON/EXISTING/
	200	17		/CALSIM/71_PA5_TH/LANDUSE//1MON/EXISTING/
	200	18		/CALSIM/71_PA5_TM/LANDUSE//1MON/EXISTING/
	200	19		/CALSIM/71_PA5_TR/LANDUSE//1MON/EXISTING/
	200	20		/CALSIM/71_PA5_VI/LANDUSE//1MON/EXISTING/
	200	21		/CALSIM/71_PA5_UR/LANDUSE//1MON/EXISTING/
	200	22		/CALSIM/71_PA5_NV/LANDUSE//1MON/EXISTING/
	201	1		/CALSIM/71_PA6_AL/LANDUSE//1MON/EXISTING/
	201	2		/CALSIM/71_PA6_AP/LANDUSE//1MON/EXISTING/
	201	3		/CALSIM/71_PA6_CO/LANDUSE//1MON/EXISTING/
	201	4		/CALSIM/71_PA6_CR/LANDUSE//1MON/EXISTING/
	201	5		/CALSIM/71_PA6_CU/LANDUSE//1MON/EXISTING/
	201	6		/CALSIM/71_PA6_DB/LANDUSE//1MON/EXISTING/
	201	7		/CALSIM/71_PA6_FI/LANDUSE//1MON/EXISTING/
	201	8		/CALSIM/71_PA6_GR/LANDUSE//1MON/EXISTING/
	201	9		/CALSIM/71_PA6_OG/LANDUSE//1MON/EXISTING/
	201	10		/CALSIM/71_PA6_OR/LANDUSE//1MON/EXISTING/
	201	11		/CALSIM/71_PA6_PA/LANDUSE//1MON/EXISTING/
	201	12		/CALSIM/71_PA6_PO/LANDUSE//1MON/EXISTING/
	201	13		/CALSIM/71_PA6_RI/LANDUSE//1MON/EXISTING/
	201	14		/CALSIM/71_PA6_SB/LANDUSE//1MON/EXISTING/
	201	15		/CALSIM/71_PA6_SF/LANDUSE//1MON/EXISTING/
	201	16		/CALSIM/71_PA6_SO/LANDUSE//1MON/EXISTING/
	201	17		/CALSIM/71_PA6_TH/LANDUSE//1MON/EXISTING/
	201	18		/CALSIM/71_PA6_TM/LANDUSE//1MON/EXISTING/
	201	19		/CALSIM/71_PA6_TR/LANDUSE//1MON/EXISTING/
	201	20		/CALSIM/71_PA6_VI/LANDUSE//1MON/EXISTING/
	201	21		/CALSIM/71_PA6_UR/LANDUSE//1MON/EXISTING/
	201	22		/CALSIM/71_PA6_NV/LANDUSE//1MON/EXISTING/
	202	1		/CALSIM/71_PA7_AL/LANDUSE//1MON/EXISTING/
	202	2		/CALSIM/71_PA7_AP/LANDUSE//1MON/EXISTING/
	202	3		/CALSIM/71_PA7_CO/LANDUSE//1MON/EXISTING/
	202	4		/CALSIM/71_PA7_CR/LANDUSE//1MON/EXISTING/
	202	5		/CALSIM/71_PA7_CU/LANDUSE//1MON/EXISTING/
	202	6		/CALSIM/71_PA7_DB/LANDUSE//1MON/EXISTING/
	202	7		/CALSIM/71_PA7_FI/LANDUSE//1MON/EXISTING/
	202	8		/CALSIM/71_PA7_GR/LANDUSE//1MON/EXISTING/
	202	9		/CALSIM/71_PA7_OG/LANDUSE//1MON/EXISTING/
	202	10		/CALSIM/71_PA7_OR/LANDUSE//1MON/EXISTING/
	202	11		/CALSIM/71_PA7_PA/LANDUSE//1MON/EXISTING/
	202	12		/CALSIM/71_PA7_PO/LANDUSE//1MON/EXISTING/
	202	13		/CALSIM/71_PA7_RI/LANDUSE//1MON/EXISTING/
	202	14		/CALSIM/71_PA7_SB/LANDUSE//1MON/EXISTING/
	202	15		/CALSIM/71_PA7_SF/LANDUSE//1MON/EXISTING/
	202	16		/CALSIM/71_PA7_SO/LANDUSE//1MON/EXISTING/
	202	17		/CALSIM/71_PA7_TH/LANDUSE//1MON/EXISTING/
	202	18		/CALSIM/71_PA7_TM/LANDUSE//1MON/EXISTING/
	202	19		/CALSIM/71_PA7_TR/LANDUSE//1MON/EXISTING/
	202	20		/CALSIM/71_PA7_VI/LANDUSE//1MON/EXISTING/
	202	21		/CALSIM/71_PA7_UR/LANDUSE//1MON/EXISTING/
	202	22		/CALSIM/71_PA7_NV/LANDUSE//1MON/EXISTING/
	203	1		/CALSIM/71_PA8_AL/LANDUSE//1MON/EXISTING/
	203	2		/CALSIM/71_PA8_AP/LANDUSE//1MON/EXISTING/
	203	3		/CALSIM/71_PA8_CO/LANDUSE//1MON/EXISTING/
	203	4		/CALSIM/71_PA8_CR/LANDUSE//1MON/EXISTING/
	203	5		/CALSIM/71_PA8_CU/LANDUSE//1MON/EXISTING/
	203	6		/CALSIM/71_PA8_DB/LANDUSE//1MON/EXISTING/
	203	7		/CALSIM/71_PA8_FI/LANDUSE//1MON/EXISTING/
	203	8		/CALSIM/71_PA8_GR/LANDUSE//1MON/EXISTING/
	203	9		/CALSIM/71_PA8_OG/LANDUSE//1MON/EXISTING/
	203	10		/CALSIM/71_PA8_OR/LANDUSE//1MON/EXISTING/
	203	11		/CALSIM/71_PA8_PA/LANDUSE//1MON/EXISTING/
	203	12		/CALSIM/71_PA8_PO/LANDUSE//1MON/EXISTING/
	203	13		/CALSIM/71_PA8_RI/LANDUSE//1MON/EXISTING/
	203	14		/CALSIM/71_PA8_SB/LANDUSE//1MON/EXISTING/
	203	15		/CALSIM/71_PA8_SF/LANDUSE//1MON/EXISTING/
	203	16		/CALSIM/71_PA8_SO/LANDUSE//1MON/EXISTING/
	203	17		/CALSIM/71_PA8_TH/LANDUSE//1MON/EXISTING/
	203	18		/CALSIM/71_PA8_TM/LANDUSE//1MON/EXISTING/
	203	19		/CALSIM/71_PA8_TR/LANDUSE//1MON/EXISTING/
	203	20		/CALSIM/71_PA8_VI/LANDUSE//1MON/EXISTING/
	203	21		/CALSIM/71_PA8_UR/LANDUSE//1MON/EXISTING/
	203	22		/CALSIM/71_PA8_NV/LANDUSE//1MON/EXISTING/
	204	1		/CALSIM/71_NU_AL/LANDUSE//1MON/EXISTING/
	204	2		/CALSIM/71_NU_AP/LANDUSE//1MON/EXISTING/
	204	3		/CALSIM/71_NU_CO/LANDUSE//1MON/EXISTING/
	204	4		/CALSIM/71_NU_CR/LANDUSE//1MON/EXISTING/
	204	5		/CALSIM/71_NU_CU/LANDUSE//1MON/EXISTING/
	204	6		/CALSIM/71_NU_DB/LANDUSE//1MON/EXISTING/
	204	7		/CALSIM/71_NU_FI/LANDUSE//1MON/EXISTING/
	204	8		/CALSIM/71_NU_GR/LANDUSE//1MON/EXISTING/
	204	9		/CALSIM/71_NU_OG/LANDUSE//1MON/EXISTING/
	204	10		/CALSIM/71_NU_OR/LANDUSE//1MON/EXISTING/
	204	11		/CALSIM/71_NU_PA/LANDUSE//1MON/EXISTING/
	204	12		/CALSIM/71_NU_PO/LANDUSE//1MON/EXISTING/
	204	13		/CALSIM/71_NU_RI/LANDUSE//1MON/EXISTING/
	204	14		/CALSIM/71_NU_SB/LANDUSE//1MON/EXISTING/
	204	15		/CALSIM/71_NU_SF/LANDUSE//1MON/EXISTING/
	204	16		/CALSIM/71_NU_SO/LANDUSE//1MON/EXISTING/
	204	17		/CALSIM/71_NU_TH/LANDUSE//1MON/EXISTING/
	204	18		/CALSIM/71_NU_TM/LANDUSE//1MON/EXISTING/
	204	19		/CALSIM/71_NU_TR/LANDUSE//1MON/EXISTING/
	204	20		/CALSIM/71_NU_VI/LANDUSE//1MON/EXISTING/
	204	21		/CALSIM/71_NU_UR/LANDUSE//1MON/EXISTING/
	204	22		/CALSIM/71_NU_NV/LANDUSE//1MON/EXISTING/
	205	1		/CALSIM/71_PU2_AL/LANDUSE//1MON/EXISTING/
	205	2		/CALSIM/71_PU2_AP/LANDUSE//1MON/EXISTING/
	205	3		/CALSIM/71_PU2_CO/LANDUSE//1MON/EXISTING/
	205	4		/CALSIM/71_PU2_CR/LANDUSE//1MON/EXISTING/
	205	5		/CALSIM/71_PU2_CU/LANDUSE//1MON/EXISTING/
	205	6		/CALSIM/71_PU2_DB/LANDUSE//1MON/EXISTING/
	205	7		/CALSIM/71_PU2_FI/LANDUSE//1MON/EXISTING/
	205	8		/CALSIM/71_PU2_GR/LANDUSE//1MON/EXISTING/
	205	9		/CALSIM/71_PU2_OG/LANDUSE//1MON/EXISTING/
	205	10		/CALSIM/71_PU2_OR/LANDUSE//1MON/EXISTING/
	205	11		/CALSIM/71_PU2_PA/LANDUSE//1MON/EXISTING/
	205	12		/CALSIM/71_PU2_PO/LANDUSE//1MON/EXISTING/
	205	13		/CALSIM/71_PU2_RI/LANDUSE//1MON/EXISTING/
	205	14		/CALSIM/71_PU2_SB/LANDUSE//1MON/EXISTING/
	205	15		/CALSIM/71_PU2_SF/LANDUSE//1MON/EXISTING/
	205	16		/CALSIM/71_PU2_SO/LANDUSE//1MON/EXISTING/
	205	17		/CALSIM/71_PU2_TH/LANDUSE//1MON/EXISTING/
	205	18		/CALSIM/71_PU2_TM/LANDUSE//1MON/EXISTING/
	205	19		/CALSIM/71_PU2_TR/LANDUSE//1MON/EXISTING/
	205	20		/CALSIM/71_PU2_VI/LANDUSE//1MON/EXISTING/
	205	21		/CALSIM/71_PU2_UR/LANDUSE//1MON/EXISTING/
	205	22		/CALSIM/71_PU2_NV/LANDUSE//1MON/EXISTING/
	206	1		/CALSIM/71_PU1_AL/LANDUSE//1MON/EXISTING/
	206	2		/CALSIM/71_PU1_AP/LANDUSE//1MON/EXISTING/
	206	3		/CALSIM/71_PU1_CO/LANDUSE//1MON/EXISTING/
	206	4		/CALSIM/71_PU1_CR/LANDUSE//1MON/EXISTING/
	206	5		/CALSIM/71_PU1_CU/LANDUSE//1MON/EXISTING/
	206	6		/CALSIM/71_PU1_DB/LANDUSE//1MON/EXISTING/
	206	7		/CALSIM/71_PU1_FI/LANDUSE//1MON/EXISTING/
	206	8		/CALSIM/71_PU1_GR/LANDUSE//1MON/EXISTING/
	206	9		/CALSIM/71_PU1_OG/LANDUSE//1MON/EXISTING/
	206	10		/CALSIM/71_PU1_OR/LANDUSE//1MON/EXISTING/
	206	11		/CALSIM/71_PU1_PA/LANDUSE//1MON/EXISTING/
	206	12		/CALSIM/71_PU1_PO/LANDUSE//1MON/EXISTING/
	206	13		/CALSIM/71_PU1_RI/LANDUSE//1MON/EXISTING/
	206	14		/CALSIM/71_PU1_SB/LANDUSE//1MON/EXISTING/
	206	15		/CALSIM/71_PU1_SF/LANDUSE//1MON/EXISTING/
	206	16		/CALSIM/71_PU1_SO/LANDUSE//1MON/EXISTING/
	206	17		/CALSIM/71_PU1_TH/LANDUSE//1MON/EXISTING/
	206	18		/CALSIM/71_PU1_TM/LANDUSE//1MON/EXISTING/
	206	19		/CALSIM/71_PU1_TR/LANDUSE//1MON/EXISTING/
	206	20		/CALSIM/71_PU1_VI/LANDUSE//1MON/EXISTING/
	206	21		/CALSIM/71_PU1_UR/LANDUSE//1MON/EXISTING/
	206	22		/CALSIM/71_PU1_NV/LANDUSE//1MON/EXISTING/
	207	1		/CALSIM/72_NA1_AL/LANDUSE//1MON/EXISTING/
	207	2		/CALSIM/72_NA1_AP/LANDUSE//1MON/EXISTING/
	207	3		/CALSIM/72_NA1_CO/LANDUSE//1MON/EXISTING/
	207	4		/CALSIM/72_NA1_CR/LANDUSE//1MON/EXISTING/
	207	5		/CALSIM/72_NA1_CU/LANDUSE//1MON/EXISTING/
	207	6		/CALSIM/72_NA1_DB/LANDUSE//1MON/EXISTING/
	207	7		/CALSIM/72_NA1_FI/LANDUSE//1MON/EXISTING/
	207	8		/CALSIM/72_NA1_GR/LANDUSE//1MON/EXISTING/
